Marital status,Application order,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (pass rate),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (pass rate),Curricular units 2nd sem (grade),Target
1,4,1,1,133.1,19,38,119.6,1,0,0,1,0,1,19,0,7,6,0.8571428571428571,12.808333333333332,8,7,0.875,12.825714285714286,1
1,6,1,1,143.0,1,38,133.2,1,0,0,1,0,0,18,0,7,7,1.0,13.918571428571427,8,8,1.0,13.8875,1
1,1,1,1,147.0,4,1,141.8,1,0,0,1,0,0,19,0,6,6,1.0,13.0,6,4,0.6666666666666666,12.8,1
2,1,1,1,142.0,19,38,130.3,0,0,0,1,0,0,18,0,7,6,0.8571428571428571,13.683333333333332,7,6,0.8571428571428571,13.683333333333332,1
1,1,1,1,150.0,19,19,100.0,0,0,0,1,0,0,24,0,6,5,0.8333333333333334,13.0,6,1,0.16666666666666666,12.0,0
1,2,1,1,124.0,3,3,114.6,1,0,0,1,0,0,21,0,6,5,0.8333333333333334,12.8,6,5,0.8333333333333334,11.2,1
1,2,1,1,136.0,1,1,123.4,1,0,0,1,0,1,18,0,6,6,1.0,13.571428571428571,6,6,1.0,12.166666666666666,1
1,1,1,1,116.0,38,38,116.4,1,0,0,1,0,0,18,0,6,6,1.0,13.166666666666666,6,6,1.0,13.166666666666666,1
2,1,1,1,127.0,12,19,123.2,0,0,0,1,0,1,20,0,6,6,1.0,15.0,6,6,1.0,14.5,1
1,1,1,1,117.0,4,19,123.7,1,0,0,1,0,0,19,0,6,6,1.0,12.666666666666666,6,5,0.8333333333333334,11.4,1
1,2,1,1,116.0,1,19,127.6,1,0,0,1,0,1,19,0,6,6,1.0,13.857142857142858,6,6,1.0,13.142857142857142,0
1,4,1,1,129.0,37,37,117.1,1,0,0,1,0,0,30,0,7,7,1.0,14.692857142857145,8,8,1.0,14.9625,1
1,1,1,1,157.0,19,38,149.3,0,0,0,1,0,0,18,0,8,8,1.0,14.035,8,8,1.0,14.035,1
1,1,1,1,135.0,1,19,125.6,1,0,0,1,0,0,18,0,5,4,0.8,11.0,5,3,0.6,14.0,1
1,1,1,1,139.0,38,38,145.0,1,0,0,1,0,1,18,0,6,6,1.0,13.333333333333334,6,6,1.0,13.333333333333334,1
1,1,1,1,115.0,38,37,115.0,0,0,0,1,0,0,20,0,7,6,0.8571428571428571,11.7725,8,7,0.875,12.33,1
1,1,1,1,123.0,38,38,114.3,0,0,0,1,0,0,19,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,2,1,1,140.0,19,19,126.0,1,0,0,1,0,0,19,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,1,1,1,138.0,19,37,124.0,1,0,0,0,0,0,19,0,0,0,0.0,0.0,0,0,0.0,0.0,0
1,4,1,1,132.0,1,38,122.6,1,0,0,1,0,1,18,0,6,6,1.0,12.285714285714286,6,6,1.0,12.0,1
1,4,1,1,140.0,3,19,133.8,1,0,0,1,0,0,17,0,8,5,0.625,12.46,8,5,0.625,12.46,1
1,1,1,1,117.0,19,38,113.5,1,0,0,1,0,0,19,0,7,6,0.8571428571428571,12.166666666666666,7,6,0.8571428571428571,13.166666666666666,1
1,4,1,1,125.0,19,1,122.6,1,1,0,1,0,0,18,0,6,5,0.8333333333333334,11.833333333333334,6,2,0.3333333333333333,11.5,1
1,1,1,3,140.0,37,37,140.0,0,0,0,1,0,0,25,0,8,7,0.875,14.805714285714286,8,7,0.875,14.805714285714286,1
1,1,1,1,133.1,12,38,107.0,1,0,0,1,0,0,19,0,6,5,0.8333333333333334,10.6,6,6,1.0,11.714285714285714,0
1,1,1,42,130.0,19,1,130.0,1,0,1,0,0,0,24,0,9,8,0.8888888888888888,13.125,9,6,0.6666666666666666,13.0,1
1,1,1,1,134.0,1,1,124.2,1,0,1,1,0,1,19,0,6,6,1.0,12.833333333333334,6,6,1.0,12.666666666666666,1
1,1,1,1,128.0,19,1,125.8,0,0,0,1,0,1,20,0,8,0,0.0,0.0,8,0,0.0,0.0,1
1,1,1,1,115.0,1,1,108.0,1,0,0,1,0,1,20,0,6,5,0.8333333333333334,13.0,6,5,0.8333333333333334,13.8,1
1,2,1,1,119.0,1,1,115.2,1,0,0,1,0,1,20,0,7,7,1.0,12.725,8,8,1.0,13.7125,1
1,1,1,1,131.0,1,3,129.3,1,0,0,1,0,0,19,0,5,4,0.8,11.25,5,3,0.6,10.333333333333334,1
1,1,1,4,120.0,3,1,120.0,1,0,0,1,0,0,31,0,12,11,0.9166666666666666,13.818181818181818,12,12,1.0,13.461538461538462,1
1,1,1,1,120.0,1,19,116.7,0,0,0,1,0,0,20,0,5,3,0.6,12.333333333333334,5,3,0.6,13.0,1
1,3,1,1,135.0,3,2,121.0,1,0,0,1,0,0,18,0,5,3,0.6,12.333333333333334,5,5,1.0,11.6,1
1,1,1,1,146.0,1,1,128.2,0,0,1,1,0,0,18,0,6,4,0.6666666666666666,13.25,6,3,0.5,10.666666666666666,1
1,4,1,1,133.0,1,2,121.1,1,0,0,1,0,0,18,0,6,6,1.0,13.666666666666666,6,5,0.8333333333333334,15.4,1
1,1,1,1,122.0,19,3,112.6,0,0,1,1,0,0,20,0,11,8,0.7272727272727273,12.625,10,3,0.3,11.0,1
1,1,1,1,128.0,2,19,123.3,1,0,0,1,0,1,20,0,6,6,1.0,14.833333333333334,6,6,1.0,12.142857142857142,1
1,2,1,1,129.0,19,19,129.4,0,0,0,1,0,1,19,0,6,5,0.8333333333333334,11.2,6,5,0.8333333333333334,13.125,0
1,1,1,1,122.0,19,19,119.9,0,0,0,1,0,1,21,0,5,5,1.0,11.4,5,5,1.0,12.2,1
1,4,1,1,140.0,1,12,131.6,1,0,0,1,0,0,18,0,7,7,1.0,13.135,8,8,1.0,13.244444444444444,1
1,1,1,1,143.0,1,1,120.0,1,0,0,1,0,0,21,0,10,10,1.0,13.0,11,10,0.9090909090909091,11.4,0
1,4,1,1,118.0,19,19,110.0,1,0,0,1,0,0,19,0,7,4,0.5714285714285714,12.85,7,7,1.0,12.62142857142857,1
1,1,1,39,140.0,1,19,143.0,0,0,0,1,0,0,20,0,6,6,1.0,13.5,6,5,0.8333333333333334,12.5,1
1,1,1,1,140.0,1,2,140.0,0,0,0,1,0,0,20,0,6,6,1.0,14.285714285714286,6,3,0.5,13.0,1
1,1,1,1,123.0,12,1,119.2,1,0,0,1,0,1,18,0,6,5,0.8333333333333334,13.5,6,6,1.0,14.5,1
1,1,1,1,140.0,19,19,124.3,1,0,0,1,0,1,18,0,5,4,0.8,10.75,5,5,1.0,13.0,1
1,1,1,1,116.0,19,19,111.1,1,0,0,1,0,1,18,0,6,6,1.0,11.333333333333334,6,6,1.0,11.833333333333334,1
1,1,1,39,150.0,38,37,150.0,1,0,0,1,0,1,21,0,7,3,0.42857142857142855,13.0,5,5,1.0,13.285714285714286,1
1,1,1,1,147.0,38,19,147.3,0,0,0,1,0,0,18,0,7,6,0.8571428571428571,13.966666666666669,7,6,0.8571428571428571,13.966666666666669,1
1,1,1,1,162.0,19,1,147.5,1,0,0,1,0,1,18,0,8,8,1.0,14.14125,8,8,1.0,14.14125,1
1,2,1,1,108.0,37,37,108.0,1,0,0,1,0,1,20,0,6,4,0.6666666666666666,11.6,6,4,0.6666666666666666,11.75,1
2,1,1,2,130.0,37,37,130.0,0,0,0,1,0,1,32,0,8,8,1.0,14.6625,8,8,1.0,14.6625,1
2,1,0,1,140.0,37,37,130.0,0,0,0,1,0,0,34,0,5,0,0.0,0.0,5,0,0.0,0.0,1
1,2,1,1,116.0,19,37,109.0,1,0,0,1,0,1,23,0,7,6,0.8571428571428571,12.993333333333334,8,8,1.0,12.66875,1
1,5,1,1,120.0,4,1,112.0,1,0,0,1,0,0,18,0,6,4,0.6666666666666666,11.25,6,5,0.8333333333333334,12.2,1
1,1,0,1,132.0,37,19,121.2,0,0,0,1,0,0,18,0,6,5,0.8333333333333334,12.2,6,5,0.8333333333333334,12.8,1
1,1,1,2,140.0,37,37,140.0,1,0,0,1,0,0,34,0,0,0,0.0,0.0,0,0,0.0,0.0,0
1,1,0,1,120.0,1,1,119.5,0,0,1,1,0,0,25,1,6,6,1.0,11.333333333333334,6,4,0.6666666666666666,11.75,1
1,1,1,1,136.0,37,38,125.9,0,0,0,1,0,0,21,0,5,5,1.0,12.2,5,5,1.0,11.8,1
1,1,1,1,133.0,19,9,121.5,1,0,0,1,0,1,20,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,5,1,1,126.0,30,19,121.5,1,0,0,1,0,0,18,0,6,6,1.0,11.333333333333334,6,6,1.0,11.666666666666666,1
1,1,1,1,142.0,3,37,132.4,1,0,0,1,0,0,18,0,6,6,1.0,13.857142857142858,6,6,1.0,13.1,1
1,1,1,1,121.0,37,37,122.4,0,0,0,1,0,0,18,0,6,6,1.0,12.857142857142858,6,6,1.0,13.333333333333334,1
1,1,0,1,134.0,37,38,110.0,1,0,0,1,0,0,24,0,6,1,0.16666666666666666,10.0,6,0,0.0,0.0,0
1,1,1,1,140.0,19,19,120.4,0,0,1,0,0,0,32,0,15,14,0.9333333333333333,10.214285714285714,13,13,1.0,11.384615384615383,1
1,1,1,1,133.1,1,1,105.0,1,0,1,0,0,0,24,0,6,6,1.0,11.285714285714286,6,3,0.5,10.333333333333334,0
1,1,1,1,157.0,38,37,137.8,0,0,0,1,0,1,18,0,6,6,1.0,13.833333333333334,6,0,0.0,0.0,0
1,1,1,1,120.0,38,38,118.0,0,0,0,1,0,0,28,0,6,6,1.0,12.857142857142858,6,5,0.8333333333333334,12.6,1
1,5,1,1,134.0,19,38,122.1,1,0,0,1,0,1,18,0,6,6,1.0,11.666666666666666,6,4,0.6666666666666666,12.0,0
1,1,1,3,140.0,34,34,140.0,1,0,0,0,0,0,24,0,6,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,133.0,1,37,143.2,0,0,0,1,0,0,19,0,5,5,1.0,14.4,5,5,1.0,13.2,1
2,1,0,1,146.0,37,37,120.5,0,0,0,1,0,0,44,0,6,6,1.0,14.833333333333334,6,6,1.0,14.166666666666666,1
1,3,1,1,130.0,37,37,119.5,1,0,0,1,0,1,18,0,6,6,1.0,14.333333333333334,6,6,1.0,12.0,1
1,1,1,1,151.0,37,37,147.5,1,0,0,1,0,0,18,0,0,0,0.0,0.0,0,0,0.0,0.0,1
1,6,1,1,133.1,1,1,129.6,0,0,0,1,0,0,22,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,1,1,1,132.0,37,37,126.1,0,0,0,1,0,1,18,0,7,6,0.8571428571428571,12.333333333333334,7,6,0.8571428571428571,12.666666666666666,1
2,1,0,1,110.0,37,37,160.0,0,0,0,1,0,0,44,0,5,5,1.0,11.8,5,5,1.0,12.4,1
5,1,1,19,133.1,38,1,105.5,0,0,1,1,0,0,33,0,6,5,0.8333333333333334,13.2,6,5,0.8333333333333334,10.6,0
2,1,1,1,110.0,37,37,95.5,0,0,1,0,0,0,32,0,6,0,0.0,0.0,5,0,0.0,0.0,0
2,1,1,1,133.1,19,19,107.5,0,0,0,0,0,0,35,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,1,1,1,105.0,19,19,106.1,1,0,0,1,0,0,20,0,6,6,1.0,11.5,6,6,1.0,13.285714285714286,1
1,1,1,1,160.0,3,1,116.3,1,0,0,1,0,0,24,0,6,5,0.8333333333333334,12.6,6,5,0.8333333333333334,12.2,1
1,1,1,1,144.0,38,1,137.4,0,0,0,1,0,0,19,0,7,7,1.0,13.542857142857144,8,8,1.0,14.22222222222222,1
1,1,1,1,100.0,19,19,101.8,1,0,0,1,0,0,21,0,6,5,0.8333333333333334,11.6,6,5,0.8333333333333334,13.0,1
1,2,1,1,143.0,1,1,144.1,1,0,0,1,1,1,19,0,6,6,1.0,13.666666666666666,6,6,1.0,13.833333333333334,1
1,1,1,1,160.0,19,1,107.8,1,0,0,0,1,0,27,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,1,1,1,140.0,19,1,128.2,0,0,0,0,0,0,30,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,4,1,1,133.1,38,38,117.0,1,0,0,1,1,0,21,0,0,0,0.0,0.0,0,0,0.0,0.0,0
1,1,1,1,116.0,1,12,110.4,1,0,0,1,1,0,19,0,6,6,1.0,11.5,6,6,1.0,12.285714285714286,1
2,1,0,1,120.0,37,37,170.0,0,0,0,1,0,0,34,0,5,2,0.4,11.5,5,4,0.8,11.75,1
1,1,1,1,141.0,4,19,100.0,0,0,0,1,1,0,18,0,7,7,1.0,11.828571428571427,8,7,0.875,12.9125,1
1,1,1,1,110.0,3,2,117.0,1,0,0,1,1,0,21,0,0,0,0.0,0.0,0,0,0.0,0.0,1
1,2,1,1,127.0,3,39,133.5,1,0,0,1,1,0,17,0,0,0,0.0,0.0,0,0,0.0,0.0,1
1,1,1,1,132.0,19,37,128.0,1,0,0,1,0,1,19,0,7,6,0.8571428571428571,12.966666666666669,7,6,0.8571428571428571,12.966666666666669,1
1,1,1,1,135.0,37,38,122.1,1,0,0,1,1,0,18,0,6,6,1.0,13.833333333333334,6,6,1.0,13.666666666666666,1
1,2,1,1,135.0,19,19,133.4,1,0,0,1,0,0,19,0,7,7,1.0,14.125714285714285,8,8,1.0,14.36875,1
4,1,1,1,140.0,38,37,112.0,0,0,1,1,0,0,45,0,10,5,0.5,12.166666666666666,8,0,0.0,0.0,0
1,1,1,1,133.1,19,37,130.0,1,0,0,1,0,0,26,0,6,6,1.0,12.666666666666666,6,4,0.6666666666666666,12.25,1
2,2,0,1,100.0,37,37,100.0,1,0,0,1,1,0,51,0,4,0,0.0,0.0,5,0,0.0,0.0,0
2,1,1,19,133.1,37,37,162.0,0,0,1,1,1,1,49,0,6,6,1.0,12.285714285714286,6,6,1.0,14.166666666666666,1
1,1,1,1,100.0,3,19,153.0,0,0,0,1,1,0,22,0,6,3,0.5,14.5,7,4,0.5714285714285714,14.375,1
1,1,1,1,137.0,1,37,131.4,1,0,0,1,1,0,22,0,5,2,0.4,10.0,5,1,0.2,10.0,0
2,1,1,3,120.0,3,3,128.2,0,0,0,1,0,0,33,0,5,2,0.4,11.5,5,2,0.4,12.0,0
1,1,1,1,148.9,37,37,148.9,0,0,0,1,0,0,20,1,5,5,1.0,11.6,5,4,0.8,11.5,1
1,4,1,1,134.0,38,19,128.4,1,0,0,1,0,1,18,0,6,6,1.0,12.5,6,6,1.0,11.666666666666666,1
1,5,1,1,128.0,38,37,120.3,1,0,1,0,0,0,20,0,6,3,0.5,11.666666666666666,6,2,0.3333333333333333,11.0,0
2,1,0,1,133.1,38,37,100.0,0,0,0,1,0,0,37,1,10,7,0.7,13.428571428571429,10,10,1.0,11.6,1
1,1,1,1,131.0,37,1,126.1,1,0,0,1,1,0,18,1,6,6,1.0,13.666666666666666,6,6,1.0,13.5,1
1,3,1,1,118.0,1,19,111.7,1,0,0,1,0,0,19,0,6,6,1.0,12.5,6,6,1.0,12.166666666666666,1
1,1,1,39,140.0,1,19,140.0,1,0,0,1,0,0,21,0,6,6,1.0,13.0,6,4,0.6666666666666666,12.8,1
1,2,1,1,133.0,19,1,122.2,0,0,0,1,0,0,20,0,7,6,0.8571428571428571,12.783333333333331,8,7,0.875,12.842857142857143,1
1,2,1,1,126.0,37,1,118.7,1,0,0,1,0,0,19,0,7,0,0.0,0.0,8,0,0.0,0.0,0
1,2,1,1,125.0,38,19,121.5,1,0,0,1,0,0,20,0,7,4,0.5714285714285714,13.5,7,4,0.5714285714285714,11.225,0
1,4,1,1,138.0,3,1,134.5,1,0,0,1,0,0,18,0,7,7,1.0,13.457142857142856,8,8,1.0,15.125,1
1,4,1,1,140.0,1,19,127.0,1,0,0,1,0,0,19,0,8,7,0.875,13.44285714285714,8,7,0.875,13.44285714285714,1
1,1,1,1,124.0,37,38,114.2,0,0,0,1,0,0,18,0,6,4,0.6666666666666666,11.0,6,5,0.8333333333333334,10.833333333333334,1
1,1,1,1,133.0,38,38,125.3,1,0,0,1,0,1,18,0,6,6,1.0,11.333333333333334,6,6,1.0,12.285714285714286,1
1,2,1,1,127.0,1,19,120.4,1,0,0,1,0,0,18,0,5,2,0.4,10.0,1,0,0.0,0.0,0
1,6,1,1,138.0,1,38,123.0,1,0,0,1,0,0,19,0,7,5,0.7142857142857143,13.44,7,6,0.8571428571428571,13.066666666666668,1
1,2,1,1,142.0,1,19,130.5,1,0,0,1,0,1,18,0,7,7,1.0,12.214285714285714,8,8,1.0,14.0625,1
1,1,1,1,130.0,37,19,125.5,1,0,0,1,0,1,19,1,6,6,1.0,14.166666666666666,6,6,1.0,13.5,1
1,1,1,42,130.0,1,19,133.8,0,0,1,1,0,1,24,0,12,12,1.0,12.846153846153848,11,11,1.0,12.636363636363637,1
1,1,1,39,150.0,37,37,150.0,0,0,0,1,0,0,20,0,6,6,1.0,13.0,6,2,0.3333333333333333,12.0,1
1,1,1,1,127.0,1,19,130.5,1,0,0,1,0,1,21,0,5,5,1.0,12.8,5,4,0.8,11.25,1
1,1,1,39,140.0,38,37,140.0,0,0,1,0,0,0,20,0,6,4,0.6666666666666666,13.0,6,5,0.8333333333333334,12.0,0
1,6,1,1,126.0,19,37,119.4,1,0,0,1,0,1,19,0,7,7,1.0,13.371428571428572,8,8,1.0,13.666666666666666,1
1,5,1,1,139.0,19,19,121.3,1,0,0,1,0,1,19,0,7,7,1.0,13.385714285714286,8,8,1.0,13.3875,1
1,3,1,1,141.0,1,1,126.3,1,0,0,1,0,0,18,0,8,7,0.875,13.328571428571427,8,7,0.875,13.328571428571427,1
1,1,1,1,120.0,38,38,111.6,1,0,0,1,0,0,19,0,6,5,0.8333333333333334,14.0,6,5,0.8333333333333334,11.0,1
1,4,1,1,120.0,38,19,111.3,1,0,0,1,0,0,21,0,5,5,1.0,12.6,5,5,1.0,13.2,1
1,2,1,1,134.0,1,38,122.5,1,0,0,1,0,1,19,0,6,6,1.0,14.0,6,6,1.0,15.0,1
1,5,1,1,128.0,19,1,116.5,1,0,0,1,0,1,18,0,6,6,1.0,13.428571428571429,6,6,1.0,12.666666666666666,1
1,5,1,1,133.0,4,1,132.0,1,1,0,1,0,1,17,0,6,6,1.0,13.0,6,6,1.0,12.5,1
1,4,1,1,123.0,19,38,123.7,1,0,0,1,0,0,19,0,6,5,0.8333333333333334,12.666666666666666,6,5,0.8333333333333334,11.0,1
1,6,1,1,118.0,37,1,117.0,1,0,0,0,1,0,23,0,5,3,0.6,10.0,5,3,0.6,12.333333333333334,0
1,1,1,1,113.0,1,37,116.5,1,0,0,1,0,0,19,0,6,6,1.0,12.833333333333334,6,6,1.0,11.77777777777778,1
1,1,1,1,135.0,19,3,121.5,1,0,0,1,0,0,18,0,7,6,0.8571428571428571,12.916666666666666,7,6,0.8571428571428571,12.916666666666666,1
1,1,1,1,133.1,38,38,105.0,1,0,0,1,0,0,20,0,6,6,1.0,13.285714285714286,6,5,0.8333333333333334,13.8,1
1,3,1,1,130.0,1,19,121.3,1,0,0,1,0,1,19,0,5,5,1.0,14.6,5,5,1.0,13.8,1
1,1,1,1,135.0,19,38,136.1,1,0,0,1,0,1,18,0,6,6,1.0,14.0,6,6,1.0,13.666666666666666,1
1,2,1,1,133.0,37,37,123.6,0,0,0,1,0,1,19,0,6,6,1.0,14.142857142857142,6,6,1.0,15.0,1
1,4,1,1,123.0,38,1,129.0,1,0,0,1,0,0,19,0,6,6,1.0,11.666666666666666,6,6,1.0,12.333333333333334,1
1,1,1,1,145.0,19,37,136.8,1,0,0,1,0,0,18,0,8,8,1.0,14.3775,8,8,1.0,14.3775,1
1,2,1,1,146.0,3,3,133.4,1,0,0,1,0,0,18,0,7,7,1.0,12.5,8,7,0.875,13.042857142857144,1
1,5,1,1,144.0,38,38,136.0,1,0,0,1,0,1,19,0,7,6,0.8571428571428571,14.15,7,6,0.8571428571428571,14.15,1
1,1,1,1,144.0,38,37,125.8,0,0,0,1,0,1,19,0,8,7,0.875,12.471428571428572,8,7,0.875,12.471428571428572,1
1,1,1,1,131.0,4,4,120.5,0,0,0,1,0,0,19,0,7,6,0.8571428571428571,14.15,7,6,0.8571428571428571,14.15,1
1,2,1,1,141.0,37,37,130.2,1,0,0,1,0,0,21,0,7,7,1.0,14.072222222222225,8,8,1.0,14.0475,1
1,3,1,1,138.0,3,1,135.9,1,0,0,1,0,0,18,0,6,6,1.0,14.857142857142858,6,6,1.0,14.666666666666666,1
1,1,1,1,127.0,19,37,116.5,0,0,0,1,0,1,19,0,6,6,1.0,14.285714285714286,6,6,1.0,13.166666666666666,1
1,4,1,1,124.0,19,37,124.0,0,0,0,0,0,0,18,0,4,0,0.0,0.0,4,0,0.0,0.0,0
1,1,0,3,140.0,1,1,140.0,0,0,0,1,0,0,30,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,1,1,1,157.0,3,2,150.9,1,0,0,1,0,0,18,0,6,6,1.0,15.0,6,5,0.8333333333333334,15.166666666666666,0
1,3,1,1,129.0,19,19,127.3,1,0,0,1,0,1,20,0,7,6,0.8571428571428571,12.633333333333333,7,6,0.8571428571428571,12.633333333333333,1
1,1,1,19,133.1,1,1,100.0,0,0,1,0,0,0,25,0,5,5,1.0,11.2,5,5,1.0,12.6,0
1,5,1,1,142.0,38,37,128.8,1,0,0,1,0,0,18,0,7,6,0.8571428571428571,14.233333333333334,7,6,0.8571428571428571,14.233333333333334,1
5,3,1,1,133.0,19,19,119.7,1,0,0,1,0,0,21,0,5,5,1.0,12.2,5,3,0.6,11.333333333333334,1
1,1,1,1,156.0,5,4,140.8,0,0,0,1,0,0,18,0,8,7,0.875,15.7,8,7,0.875,15.7,1
1,1,1,1,151.0,37,37,138.0,1,0,0,1,0,0,18,0,7,6,0.8571428571428571,15.2,7,6,0.8571428571428571,15.2,1
1,1,1,1,135.0,3,3,132.9,1,0,0,0,0,0,29,0,6,6,1.0,16.333333333333332,6,5,0.8333333333333334,15.6,0
1,1,1,1,140.0,3,3,140.0,0,0,0,1,0,0,20,0,17,14,0.8235294117647058,12.5625,12,12,1.0,12.857142857142858,1
1,1,1,3,140.0,3,1,140.0,0,0,0,1,0,0,26,0,7,0,0.0,0.0,8,0,0.0,0.0,0
1,2,1,1,100.0,38,1,99.3,1,0,0,1,0,0,21,0,6,5,0.8333333333333334,12.4,6,6,1.0,12.0,1
1,1,1,1,126.0,37,19,119.3,0,0,0,1,0,1,19,0,8,8,1.0,13.78125,8,8,1.0,13.78125,1
1,2,1,1,123.0,19,19,113.2,1,0,1,1,0,0,19,0,6,6,1.0,12.166666666666666,6,5,0.8333333333333334,11.666666666666666,0
1,1,1,1,133.1,38,38,117.0,0,0,0,1,0,0,21,0,6,5,0.8333333333333334,11.8,6,5,0.8333333333333334,11.833333333333334,1
1,1,0,1,137.0,1,1,123.0,0,0,1,1,0,0,20,0,6,4,0.6666666666666666,10.8,6,4,0.6666666666666666,12.0,1
1,6,1,1,138.0,37,37,127.2,1,0,0,1,0,1,18,0,7,7,1.0,13.26,8,8,1.0,14.28625,1
1,2,1,1,128.0,34,19,141.0,1,0,0,0,0,0,20,0,6,4,0.6666666666666666,12.0,6,3,0.5,10.666666666666666,0
1,1,1,1,136.0,19,38,121.7,0,1,0,1,0,1,20,0,6,6,1.0,11.875,6,6,1.0,14.428571428571429,1
1,1,1,1,127.0,19,19,121.1,0,0,0,1,0,1,18,0,7,5,0.7142857142857143,12.16,7,2,0.2857142857142857,13.4,1
1,1,1,1,145.0,1,1,146.1,1,0,0,1,0,0,18,0,6,1,0.16666666666666666,15.0,6,4,0.6666666666666666,12.5,1
1,1,1,1,140.0,37,37,142.5,1,0,0,1,0,0,18,0,6,6,1.0,13.333333333333334,6,5,0.8333333333333334,13.2,1
1,1,1,1,138.0,2,19,126.8,1,0,0,1,0,0,18,0,5,2,0.4,11.5,5,3,0.6,11.8,1
1,1,1,39,150.0,3,3,150.0,1,0,0,1,0,0,22,0,6,6,1.0,14.428571428571429,6,5,0.8333333333333334,13.0,1
1,3,1,39,150.0,1,19,150.0,1,0,0,1,0,0,19,0,5,1,0.2,13.0,5,3,0.6,15.333333333333334,1
1,1,1,1,131.0,19,1,134.5,1,0,0,1,0,1,19,0,6,6,1.0,15.0,6,6,1.0,14.333333333333334,1
1,2,1,1,136.0,19,19,129.5,1,0,0,1,0,0,18,0,7,7,1.0,15.155555555555557,8,8,1.0,16.8,1
1,1,1,1,117.0,38,38,113.2,1,0,1,1,0,0,20,0,6,6,1.0,10.666666666666666,6,6,1.0,11.857142857142858,1
1,1,1,1,158.0,38,37,140.2,1,0,0,1,0,0,18,0,6,5,0.8333333333333334,11.0,6,4,0.6666666666666666,11.25,0
1,2,1,1,129.0,1,19,119.2,1,0,0,1,0,0,21,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,1,1,1,140.0,1,19,140.7,0,0,0,1,0,0,19,0,6,6,1.0,12.285714285714286,6,6,1.0,12.0,1
1,5,1,1,141.0,38,38,142.3,1,0,0,1,0,0,18,0,8,8,1.0,12.82875,8,8,1.0,12.82875,0
1,4,1,1,132.0,12,12,129.9,1,0,0,1,0,0,18,1,6,6,1.0,12.666666666666666,6,5,0.8333333333333334,14.4,1
1,1,1,1,133.0,1,1,134.8,1,0,0,1,0,0,18,0,0,0,0.0,0.0,0,0,0.0,0.0,1
1,1,1,1,109.0,19,19,104.1,1,0,1,0,0,1,21,0,6,2,0.3333333333333333,13.0,6,0,0.0,0.0,0
1,1,1,1,135.0,1,38,122.4,0,0,1,1,0,0,19,0,5,5,1.0,10.875,5,4,0.8,12.4,1
1,1,1,1,122.0,37,37,120.6,1,0,0,1,0,1,19,0,5,5,1.0,12.8,5,5,1.0,11.6,1
1,3,1,1,118.0,1,19,112.4,1,0,0,1,0,0,19,0,6,5,0.8333333333333334,11.285714285714286,6,0,0.0,0.0,0
1,1,1,1,174.0,5,3,157.9,0,0,0,1,0,0,18,0,0,0,0.0,0.0,0,0,0.0,0.0,1
1,1,1,1,142.0,38,38,125.9,0,0,0,1,0,1,19,0,6,0,0.0,0.0,6,1,0.16666666666666666,10.0,0
1,2,1,1,131.0,38,1,118.4,1,0,0,1,0,1,20,0,7,6,0.8571428571428571,13.766666666666666,8,8,1.0,13.744444444444444,0
1,3,1,1,139.0,18,18,130.8,1,0,0,0,0,0,18,0,8,6,0.75,12.758333333333333,8,6,0.75,12.758333333333333,0
1,1,1,1,170.0,19,19,176.7,1,0,0,1,0,1,19,0,0,0,0.0,0.0,0,0,0.0,0.0,0
1,1,1,1,182.0,19,1,156.8,1,0,0,1,0,0,18,0,6,6,1.0,12.666666666666666,6,6,1.0,13.25,1
1,1,1,1,125.0,19,37,126.8,0,0,0,1,0,0,18,0,6,6,1.0,12.0,6,4,0.6666666666666666,12.75,1
1,1,1,1,142.0,1,37,128.0,0,0,0,1,0,1,19,0,6,6,1.0,12.25,6,6,1.0,12.0,1
1,2,1,1,119.0,19,37,113.8,1,0,0,1,0,0,20,0,5,3,0.6,11.333333333333334,5,5,1.0,12.2,1
1,5,1,1,128.0,1,1,120.8,1,0,0,1,0,1,19,0,7,7,1.0,13.507142857142856,8,8,1.0,13.05,1
1,3,1,1,150.0,19,38,130.8,1,0,0,1,0,0,18,0,8,7,0.875,13.614285714285714,8,7,0.875,13.614285714285714,1
1,1,1,1,133.1,19,1,101.0,0,0,1,1,0,0,25,0,6,0,0.0,0.0,6,0,0.0,0.0,0
